FID,RMSTRAFFIC,ST_RT_NO,CTY_CODE,DISTRICT_N,JURIS,SEG_BGN,OFFSET_BGN,SEG_END,OFFSET_END,SEG_PT_BGN,SEG_PT_END,SEG_LNGTH_,SEQ_NO,CUR_AADT,ADTT_CUR,TRK_PCT,WKDY_TRK_C,ADLR_TRK_C,ADLF_TRK_C,BASE_YR_CL,BASE_ADT,ADTT_BASE,WKDY_TRK_B,ADLR_TRK_B,ADLF_TRK_B,BASE_ADT_Y,DLY_VMT,DLY_TRK_VM,K_FACTOR,D_FACTOR,T_FACTOR,VOL_CNT_KE,VOL_CNT_DA,RAW_CNT_HI,TRAFF_PATT,DUR_CLS_CN,TYPE_OF_CN,DIR_IND,MSLINK,MAPID,NLF_ID,SIDE_IND,NLF_CNTL_B,NLF_CNTL_E,CUM_OFFSET,CUM_OFFS_1,RECORD_UPD,GIS_UPDATE,GIS_GEOMET,GPID,GEOMETRY_L
13562,02307700900000012000001,3077,2,11,1,90,0,120,0,900000,1200000,6897.0,2,4720,47,1,60,26,20,2019,4720,47,60,26,20,2019,6164,61,11,55,1,02307701001000,20190829,2019250,05,24,3,B,48521,102278,528,1,13007,19904.0,19819.0,26716.0,20190908,2019-09-08,2019-07-21,23236,2761.84528
13566,02307200300000004007851,3072,2,11,1,30,0,40,785,300000,400785,4013.0,2,13840,969,7,1240,1258,812,2019,13840,969,1240,1258,812,2019,10518,736,11,60,4,02307200400300,20190718,2019214,05,24,3,B,48510,102278,524,1,5169,9182.0,5169.0,9182.0,20190811,2019-08-11,2019-07-21,23240,1610.103727
13584,02307800500000007025821,3078,2,11,1,50,0,70,2582,500000,702582,7579.0,4,253,23,9,29,17,12,2019,253,23,29,17,12,2019,363,33,11,55,5,02307800701457,20190530,2019158,09,24,3,B,0,102278,529,1,12731,20310.0,12731.0,20310.0,20200105,2020-01-05,2020-01-05,640640,3022.963741
13585,02207500200000003000001,2075,2,11,1,20,0,30,0,200000,300000,1717.0,2,4444,311,7,398,391,254,2019,4444,311,398,391,254,2019,1444,101,11,55,4,02207500200400,20191016,2019345,05,24,3,B,48203,102278,378,1,2388,4105.0,2388.0,4105.0,20191215,2019-12-15,2019-07-21,22014,680.7106654
13591,02307100200000003000001,3071,2,11,1,20,0,30,0,200000,300000,3245.0,2,1301,182,14,233,459,305,2019,1301,182,233,459,305,2019,800,112,11,55,7,02307100200528,20190328,2019141,05,24,3,B,0,102278,522,1,3392,6637.0,3392.0,6637.0,20200105,2020-01-05,2020-01-05,640636,1298.2537539999998
13592,02307100300000003032681,3071,2,11,1,30,0,30,3268,300000,303268,3268.0,3,1301,182,14,233,459,305,2019,1301,182,233,459,305,2019,805,113,11,55,7,02307100200528,20190328,2019141,09,24,3,B,0,102278,522,1,6637,9905.0,6637.0,9905.0,20200105,2020-01-05,2020-01-05,640637,1306.667685
13593,02307800300000004000001,3078,2,11,1,30,0,40,0,300000,400000,2255.0,2,253,23,9,29,17,12,2019,253,23,29,17,12,2019,108,10,11,55,5,02307800701457,20190530,2019158,09,24,3,B,0,102278,529,1,7465,9720.0,7465.0,9720.0,20200105,2020-01-05,2020-01-05,640638,900.9332598
13594,02307800400000005000001,3078,2,11,1,40,0,50,0,400000,500000,3011.0,3,253,23,9,29,17,12,2019,253,23,29,17,12,2019,144,13,11,55,5,02307800701457,20190530,2019158,05,24,3,B,0,102278,529,1,9720,12731.0,9720.0,12731.0,20200105,2020-01-05,2020-01-05,640639,1203.268509
13595,02402600100000006000001,4026,2,11,1,10,0,60,0,100000,600000,10457.0,1,8856,177,2,227,62,55,2019,8856,177,227,62,55,2019,17535,350,11,65,1,02402600300000,20190320,2019141,05,24,3,B,0,102278,610,1,0,10457.0,0.0,10457.0,20190602,2019-06-02,2019-07-21,622777,4177.971853
13649,02307400300000004000001,3074,2,11,1,30,0,40,0,300000,400000,1713.0,2,10141,203,2,260,86,72,2019,10141,203,260,86,72,2019,3286,66,11,55,1,02307400301400,20190829,2019250,05,24,3,B,48514,102278,525,1,7381,9094.0,7381.0,9094.0,20190908,2019-09-08,2019-07-21,23486,683.1253663
13651,02310800402915007000001,3108,2,11,1,40,2915,70,0,402915,700000,4639.0,3,4261,383,9,490,231,178,2019,4261,383,490,231,178,2019,3745,337,11,55,5,02310800501351,20190328,2019141,09,24,3,B,0,102278,563,1,9449,14088.0,9449.0,14088.0,20200105,2020-01-05,2020-01-05,640644,1848.207486
13652,02310800700000007024531,3108,2,11,1,70,0,70,2453,700000,702453,2453.0,4,4261,383,9,490,231,178,2019,4261,383,490,231,178,2019,1981,178,11,55,5,02310800501351,20190328,2019141,05,24,3,B,0,102278,563,1,14088,16541.0,14088.0,16541.0,20200105,2020-01-05,2020-01-05,640645,991.8656437000001
13653,02403300440000004404321,4033,2,11,1,44,0,44,432,440000,440432,432.0,3,3877,194,5,248,122,93,2019,3877,194,248,122,93,2019,318,16,11,55,3,02403300440047,20190904,2019280,05,24,3,B,0,102278,618,1,7581,8013.0,7581.0,8013.0,20200105,2020-01-05,2020-01-05,640646,172.6386361
13654,02403300500000006000001,4033,2,11,1,50,0,60,0,500000,600000,2049.0,1,1437,11,1,14,4,3,2019,1437,11,14,4,3,2019,558,4,10,68,0,02403300501000,20190918,2019317,05,24,2,B,0,102278,13791,1,0,2049.0,8013.0,10062.0,20200105,2020-01-05,2020-01-05,640647,823.9505707999999
13739,02307800100000003000001,3078,2,11,1,10,0,30,0,100000,300000,7465.0,1,946,170,18,218,447,297,2019,946,170,218,447,297,2019,1338,240,11,85,9,02307800202083,20191106,2019331,09,24,3,B,48526,102278,529,1,0,7465.0,0.0,7465.0,20191201,2019-12-01,2019-11-05,23459,3006.2677
13746,02000800600000007000001,0008,2,11,1,60,0,70,0,600000,700000,4405.0,7,11077,207,2,265,143,107,2019,11077,207,265,143,107,2019,9238,173,7,67,2,02000800640200,20191112,2019345,03,24,2,B,0,102278,130,1,8593,12998.0,8593.0,12998.0,20191215,2019-12-15,2019-12-15,639289,1764.4367920000002
13747,02000800610000007100001,0008,2,11,1,61,0,71,0,610000,710000,4410.0,1,12755,187,1,239,107,83,2019,12755,187,239,107,83,2019,10650,156,7,67,2,02000800650200,20191112,2019345,03,24,2,S,0,102278,132,2,0,4410.0,1996.0,6406.0,20191215,2019-12-15,2019-12-15,639290,1765.240141
13805,02005000902134012000001,0050,2,11,1,90,2134,120,0,902134,1200000,1405.0,5,15726,686,4,878,560,410,2019,15726,686,878,560,410,2019,4183,182,10,55,3,02005001001126,20190606,2019200,03,6,1,E,0,102278,158,1,21765,23170.0,21765.0,23170.0,20191222,2019-12-22,2019-12-22,639309,556.5418002
13810,02211200200000002027911,2112,2,11,1,20,0,20,2791,200000,202791,2791.0,2,7430,499,7,639,571,397,2019,7430,499,639,571,397,2019,3930,264,7,50,5,02211200200300,20191007,2019345,03,24,2,B,0,102278,410,1,1086,3877.0,1086.0,3877.0,20191215,2019-12-15,2019-12-15,639378,1104.1158
13819,02103300200000005000001,1033,2,11,1,20,0,50,0,200000,500000,7249.0,2,526,21,4,27,8,7,2019,526,21,27,8,7,2019,722,29,11,55,2,02103300300800,20190822,2019259,09,24,3,B,0,102278,279,1,1842,9091.0,1842.0,9091.0,20200105,2020-01-05,2020-01-05,640604,2907.961965
13853,02627900202277007000001,6279,2,11,1,20,2277,70,0,202277,700000,13402.0,3,4486,66,1,84,39,31,2019,4486,66,84,39,31,2019,11385,168,18,56,1,02627900501935,20191120,2019347,01,24,2,B,0,102278,674,1,5576,18978.0,5576.0,18978.0,20191229,2019-12-29,2019-12-15,639390,5373.603181
13855,02H01000800000009400005,H010,2,11,5,80,0,94,0,800000,940000,3484.0,7,12341,660,5,845,271,228,2019,12341,660,845,271,228,2019,8145,436,7,52,5,02H01000900001,20191029,2019344,03,24,2,B,0,102278,61780,1,11825,15309.0,12405.0,15889.0,20191215,2019-12-15,2019-12-15,639396,1385.022056
13859,02H30400200000002046465,H304,2,11,5,20,0,20,4646,200000,204646,4646.0,2,5381,269,5,344,166,128,2019,5381,269,344,166,128,2019,4735,237,11,55,3,02H30400200001,20191119,2019344,05,24,3,B,0,102278,80760,1,6283,10929.0,6283.0,10929.0,20191215,2019-12-15,2019-12-15,639441,1859.1372809999998
13916,02H81800100000003000005,H818,2,11,5,10,0,30,0,100000,300000,2323.0,1,1184,94,8,120,42,35,2019,1184,94,120,42,35,2019,521,41,12,52,11,02H81800200001,20191112,2019344,05,24,2,O,0,102278,13015,1,0,2323.0,0.0,2323.0,20191215,2019-12-15,2019-12-15,639447,915.6369927999999
13933,02103400102605004000001,1034,2,11,1,10,2605,40,0,102605,400000,5524.0,3,2038,102,5,131,126,82,2019,2038,102,131,126,82,2019,2132,107,11,55,3,02103400201350,20190822,2019259,07,24,3,B,0,102278,280,1,2605,8129.0,2605.0,8129.0,20200105,2020-01-05,2020-01-05,640606,2223.228641
13934,02103400400000004011951,1034,2,11,1,40,0,40,1195,400000,401195,1195.0,4,2038,102,5,131,126,82,2019,2038,102,131,126,82,2019,461,23,11,55,3,02103400201350,20190822,2019259,05,24,3,B,0,102278,280,1,8129,9324.0,8129.0,9324.0,20200105,2020-01-05,2020-01-05,640607,481.1686653
13935,02103500100000004000001,1035,2,11,1,10,0,40,0,100000,400000,8027.0,1,371,41,11,52,32,24,2019,371,41,52,32,24,2019,564,62,11,55,6,02103500402500,20190822,2019259,09,24,3,B,0,102278,281,1,0,8027.0,0.0,8027.0,20200105,2020-01-05,2020-01-05,640611,3227.9357219999997
13936,02103500400000006007501,1035,2,11,1,40,0,60,750,400000,600750,6927.0,2,371,41,11,52,32,24,2019,371,41,52,32,24,2019,487,54,11,55,6,02103500402500,20190822,2019259,05,24,3,B,0,102278,281,1,8027,14954.0,8027.0,14954.0,20200105,2020-01-05,2020-01-05,640612,2787.748806
13937,02200100101770002000001,2001,2,11,1,10,1770,20,0,101770,200000,2141.0,2,528,48,9,61,32,24,2019,528,48,61,32,24,2019,214,19,11,55,5,02200100300000,20190724,2019232,05,24,3,B,0,102278,288,1,1770,3911.0,1770.0,3911.0,20200105,2020-01-05,2020-01-05,640614,853.8139897
13955,02H65500100000001082895,H655,2,11,5,10,0,10,8289,100000,108289,8289.0,1,3271,33,1,42,8,8,2019,3271,33,42,8,8,2019,5135,52,11,55,1,02H65500100001,20190716,2019210,05,24,3,B,191150,102278,12990,1,0,8289.0,0.0,8289.0,20190811,2019-08-11,2019-07-21,22961,3324.4560539999998
13972,02083705100000056000001,0837,2,11,1,510,0,560,0,5100000,5600000,10477.0,13,17289,483,3,618,620,427,2019,17289,483,618,620,427,2019,34301,958,7,59,3,02083705100633,20191106,2019336,03,24,2,B,0,102278,207,1,52320,62797.0,107879.0,118356.0,20191208,2019-12-08,2019-12-08,638821,4262.789189
13973,02083705600000056009451,0837,2,11,1,560,0,560,945,5600000,5600945,945.0,14,8645,242,3,309,310,214,2019,8645,242,309,310,214,2019,1547,43,7,59,3,02083705100633,20191106,2019336,03,24,2,N,0,102278,207,1,62797,63742.0,118356.0,119301.0,20191208,2019-12-08,2019-12-08,638822,373.69942599999996
13975,02100101000055011001991,1001,2,11,1,100,55,110,199,1000055,1100199,1119.0,7,6097,76,1,98,42,33,2019,6097,76,98,42,33,2019,1293,16,7,56,1,02100101201800,20191029,2019336,05,24,2,B,0,102278,226,1,11889,13008.0,11889.0,13008.0,20191222,2019-12-22,2019-12-22,638831,473.2034105
13976,02100101100199013010501,1001,2,11,1,110,199,130,1050,1100199,1301050,6920.0,8,12194,152,1,195,84,65,2019,12194,152,195,84,65,2019,15986,199,7,56,1,02100101201800,20191029,2019336,05,24,2,B,0,102278,226,1,13008,19928.0,13008.0,19928.0,20191222,2019-12-22,2019-12-22,638833,2751.410586
14036,02002200110000003127881,0022,2,11,1,11,0,31,2788,110000,312788,8771.0,1,11308,1966,17,2516,1929,1343,2019,11308,1966,2516,1929,1343,2019,18783,3266,8,63,14,02002200310925,20190924,2019317,04,24,2,W,123481,102278,146,2,0,8771.0,0.0,8771.0,20191117,2019-11-17,2019-11-05,23215,3515.1744740000004
14043,02200100200000007000001,2001,2,11,1,20,0,70,0,200000,700000,19084.0,3,528,48,9,61,32,24,2019,528,48,61,32,24,2019,1908,173,11,55,5,02200100300000,20190724,2019232,09,24,3,B,0,102278,288,1,3911,22995.0,3911.0,22995.0,20200105,2020-01-05,2020-01-05,640615,7613.363717
14071,02002200312788005100001,0022,2,11,1,31,2788,51,0,312788,510000,4242.0,2,15984,1931,12,2472,1707,1207,2019,15984,1931,2472,1707,1207,2019,12835,1551,8,63,14,02002200410800,20190925,2019317,04,24,2,W,0,102278,146,2,8771,13013.0,8771.0,13013.0,20200105,2020-01-05,2020-01-05,640557,1700.216957
14072,02002200400295005000001,0022,2,11,1,40,295,50,0,400295,500000,3368.0,2,11117,1603,14,2052,1291,922,2019,11117,1603,2052,1291,922,2019,7093,1023,8,63,14,02002200500006,20190925,2019317,04,24,2,E,0,102278,143,1,9686,13054.0,9686.0,13054.0,20200105,2020-01-05,2020-01-05,640558,1345.03418
14073,02002200500000006000001,0022,2,11,1,50,0,60,0,500000,600000,3766.0,3,11117,1603,14,2052,1291,922,2019,11117,1603,2052,1291,922,2019,7926,1143,8,63,14,02002200500006,20190925,2019317,03,24,2,E,0,102278,143,1,13054,16820.0,13054.0,16820.0,20200105,2020-01-05,2020-01-05,640559,1504.104848
14074,02002200510000006102511,0022,2,11,1,51,0,61,251,510000,610251,3968.0,3,15984,1931,12,2472,1707,1207,2019,15984,1931,2472,1707,1207,2019,12020,1452,8,63,14,02002200410800,20190925,2019317,03,24,2,W,0,102278,146,2,13013,16981.0,13013.0,16981.0,20200105,2020-01-05,2020-01-05,640560,1588.739264
14075,02005002000000022000001,0050,2,11,1,200,0,220,0,2000000,2200000,4874.0,17,13633,709,5,908,363,289,2019,13633,709,908,363,289,2019,12583,654,8,56,5,02005002101351,20190827,2019259,03,24,2,B,0,102278,158,1,41228,46102.0,41228.0,46102.0,20200105,2020-01-05,2020-01-05,640563,1960.9609329999998
14076,02005002200000022004001,0050,2,11,1,220,0,220,400,2200000,2200400,400.0,18,13633,709,5,908,363,289,2019,13633,709,908,363,289,2019,1036,54,8,56,5,02005002101351,20190827,2019259,05,24,2,B,0,102278,158,1,46102,46502.0,46102.0,46502.0,20200105,2020-01-05,2020-01-05,640564,161.41968880000002
14077,02013601100000011003781,0136,2,11,1,110,0,110,378,1100000,1100378,378.0,6,3671,210,6,269,112,88,2019,3671,210,269,112,88,2019,264,15,10,71,4,02013601102259,20190730,2019228,07,24,2,B,0,102278,185,1,24887,25265.0,24887.0,25265.0,20200105,2020-01-05,2020-01-05,640570,152.25567959999998
14087,02307000800000008002871,3070,2,11,1,80,0,80,287,800000,800287,287.0,1,5246,198,4,253,153,111,2019,5246,198,253,153,111,2019,283,11,9,75,4,02307000800230,20190718,2020017,05,24,2,B,98581,102278,53567,1,0,287.0,457.0,744.0,20200119,2020-01-19,2019-11-05,22656,87.831065
14132,02013601100378012023101,0136,2,11,1,110,378,120,2310,1100378,1202310,4608.0,7,3671,210,6,269,112,88,2019,3671,210,269,112,88,2019,3205,183,10,71,4,02013601102259,20190730,2019228,05,24,2,B,0,102278,185,1,25265,29873.0,25265.0,29873.0,20200105,2020-01-05,2020-01-05,640571,1841.619576
14133,02097801900000020000001,0978,2,11,1,190,0,200,0,1900000,2000000,438.0,9,3387,245,7,314,128,100,2019,3387,245,314,128,100,2019,281,20,11,62,6,02097802200720,20190717,2019208,07,24,2,B,0,102278,224,1,40057,40495.0,40057.0,40495.0,20200105,2020-01-05,2020-01-05,640573,174.6677281
14134,02097802000000024005531,0978,2,11,1,200,0,240,553,2000000,2400553,10734.0,10,3387,245,7,314,128,100,2019,3387,245,314,128,100,2019,6886,498,11,62,6,02097802200720,20190717,2019208,05,24,2,B,0,102278,224,1,40495,51229.0,40495.0,51229.0,20200105,2020-01-05,2020-01-05,640574,4274.599739
14178,02308500100000001011251,3085,2,11,1,10,0,10,1125,100000,101125,1125.0,1,3416,102,3,131,50,40,2019,3416,102,131,50,40,2019,728,22,11,55,2,02308500100500,20190828,2019259,05,24,3,B,48536,102278,536,1,0,1125.0,0.0,1125.0,20190922,2019-09-22,2019-07-21,22678,449.2338334
14193,02309500100000001038481,3095,2,11,1,10,0,10,3848,100000,103848,3848.0,1,2748,220,8,282,162,121,2019,2748,220,282,162,121,2019,2003,160,11,55,4,02309500102500,20190918,2019345,05,24,3,B,48558,102278,547,1,0,3848.0,0.0,3848.0,20191215,2019-12-15,2019-07-21,22695,1545.74378
14249,02306100100000001000181,3061,2,11,1,10,0,10,18,100000,100018,18.0,1,417,15,4,19,5,4,2019,417,15,19,5,4,2019,1,0,9,56,4,02306100100010,20190718,2019208,09,24,2,B,48467,102278,508,1,0,18.0,0.0,18.0,20190804,2019-08-04,2019-07-21,21905,10.99385029
14250,02405600100000002025761,4056,2,11,1,10,0,20,2576,100000,202576,4976.0,1,5519,55,1,70,30,25,2019,5519,55,70,30,25,2019,5199,52,11,55,1,02405600200025,20190508,2019141,05,24,3,B,0,102278,645,1,0,4976.0,0.0,4976.0,20190602,2019-06-02,2019-07-21,622778,2010.467836
14310,02301600100000003018551,3016,2,11,1,10,0,30,1855,100000,301855,6751.0,1,2456,74,3,95,21,20,2019,2456,74,95,21,20,2019,3141,95,11,55,2,02301600200175,20190723,2019215,05,24,3,B,48349,102278,445,1,0,6751.0,0.0,6751.0,20190811,2019-08-11,2019-07-21,23815,2690.19571
14347,02H08900100000004000005,H089,2,11,5,10,0,40,0,100000,400000,4223.0,1,6252,313,5,401,191,147,2019,6252,313,401,191,147,2019,5002,250,11,55,3,02H08900200001,20190919,2019344,05,24,3,B,0,102278,12795,1,0,4223.0,0.0,4223.0,20191215,2019-12-15,2019-07-21,52752,1688.2252399999998
14476,02310100100000001014401,3101,2,11,1,10,0,10,1440,100000,101440,1440.0,1,13623,954,7,1221,1294,829,2019,13623,954,1221,1294,829,2019,3719,260,11,55,4,02310100100720,20190912,2019345,05,24,3,B,48570,102278,554,1,0,1440.0,0.0,1440.0,20191215,2019-12-15,2019-07-21,22790,575.1625813999999
14495,02204600100000003000001,2046,2,11,1,10,0,30,0,100000,300000,4038.0,1,7423,371,5,475,229,176,2019,7423,371,475,229,176,2019,5679,284,11,55,3,02204600201000,20190708,2019201,05,24,3,B,48125,102278,341,1,0,4038.0,0.0,4038.0,20190728,2019-07-28,2019-07-21,23345,1609.896332
14568,02310000100000002023481,3100,2,11,1,10,0,20,2348,100000,202348,4362.0,1,5163,103,2,132,31,29,2019,5163,103,132,31,29,2019,4265,85,11,55,1,02310000201000,20190807,2019229,05,24,3,B,48569,102278,553,1,0,4362.0,0.0,4362.0,20190818,2019-08-18,2019-07-21,24556,1748.813559
14585,02H19300100000002000005,H193,2,11,5,10,0,20,0,100000,200000,2376.0,1,11966,946,8,1211,386,318,2019,11966,946,1211,386,318,2019,5385,426,10,79,6,02H19300100001,20191002,2019344,05,24,2,B,2783,102278,12839,1,0,2376.0,0.0,2376.0,20191215,2019-12-15,2019-07-21,23638,961.8128146
14603,02005103860905043010391,0051,2,11,1,386,905,430,1039,3860905,4301039,8622.0,16,19801,1208,6,1546,744,561,2019,19801,1208,1546,744,561,2019,32335,1973,10,55,3,02005104201000,20190307,2019134,03,6,1,N,0,102278,161,1,98288,106910.0,98288.0,106910.0,20190526,2019-05-26,2019-07-21,622306,3458.9615270000004
14610,02401200800000009029401,4012,2,11,1,80,0,90,2940,800000,902940,3879.0,6,10298,206,2,264,100,81,2019,10298,206,264,100,81,2019,7569,151,11,55,1,02401200900440,20191029,2019317,05,24,3,B,48666,102278,591,1,13392,17271.0,13392.0,17271.0,20191117,2019-11-17,2019-07-21,24502,1552.229452
14619,02401900502670006000001,4019,2,11,1,50,2670,60,0,502670,600000,757.0,2,13067,653,5,836,408,313,2019,13067,653,836,408,313,2019,1869,93,11,55,3,02401900503198,20190904,2019273,05,24,3,B,48683,102278,601,1,8204,8961.0,11653.0,12410.0,20191006,2019-10-06,2019-08-28,24512,302.79346739999994
14669,02407000900000011000001,4070,2,11,1,90,0,110,0,900000,1100000,4831.0,4,12334,247,2,316,117,93,2019,12334,247,316,117,93,2019,11286,226,11,60,1,02407000901650,20190910,2019264,05,24,3,B,48816,102278,659,1,20684,25515.0,20684.0,25515.0,20190922,2019-09-22,2019-07-21,24775,1934.7352460000002
14696,02405200700000007004151,4052,2,11,1,70,0,70,415,700000,700415,415.0,2,3571,107,3,137,57,45,2019,3571,107,137,57,45,2019,282,8,11,80,2,02405200601000,20190919,2019317,05,24,3,E,48770,102278,639,1,3982,4397.0,18084.0,18499.0,20191117,2019-11-17,2019-07-21,24825,172.51074450000002
14752,02310900310000004100001,3109,2,11,1,31,0,41,0,310000,410000,1504.0,2,10850,864,8,1106,499,382,2019,10850,864,1106,499,382,2019,3092,246,9,52,9,02310900310500,20191016,2019340,03,24,2,S,48590,102278,565,2,4814,6318.0,4814.0,6318.0,20191208,2019-12-08,2019-07-21,24302,602.2143883
14783,02200900100000001008051,2009,2,11,1,10,0,10,805,100000,100805,805.0,1,168,8,5,10,4,3,2019,168,8,10,4,3,2019,26,1,11,55,3,02200900100500,20190725,2019259,05,24,3,B,48025,102278,297,1,0,805.0,0.0,805.0,20190922,2019-09-22,2019-07-21,22862,323.89298030000003
14941,02208700100000001001701,2087,2,11,1,10,0,10,170,100000,100170,170.0,1,2982,209,7,268,264,171,2019,2982,209,268,264,171,2019,95,7,11,55,4,02208700100005,20191008,2019345,05,24,3,B,151438,102278,41197,1,0,170.0,0.0,170.0,20191215,2019-12-15,2019-11-05,22832,61.58912171
15115,02003002212650025100001,0030,2,11,1,221,2650,251,0,2212650,2510000,5050.0,4,9873,759,8,972,391,311,2019,9873,759,972,391,311,2019,9439,726,8,64,6,02003002411415,20191112,2019345,03,24,2,W,47323,102278,154,2,12598,17648.0,13380.0,18430.0,20191215,2019-12-15,2019-11-05,23004,2015.551624
15139,02102200400000005024621,1022,2,11,1,40,0,50,2462,400000,502462,4639.0,2,528,23,4,29,11,9,2019,528,23,29,11,9,2019,464,20,13,70,6,02102200500498,20190828,2019277,05,24,2,B,47942,102278,266,1,8377,13016.0,8377.0,13016.0,20191006,2019-10-06,2019-07-21,23299,1864.7627850000001
15251,02001906500410066010401,0019,2,11,1,650,410,660,1040,6500410,6601040,2868.0,17,12220,399,3,511,234,179,2019,12220,399,511,234,179,2019,6635,217,9,52,3,02001906600000,20191022,2019324,03,24,2,N,140603,102278,71102,1,81777,84645.0,143073.0,145941.0,20191124,2019-11-24,2019-08-28,23821,1155.1838070000001
15262,02H82300100000002000005,H823,2,11,5,10,0,20,0,100000,200000,1689.0,1,6337,289,5,370,487,329,2019,6337,289,370,487,329,2019,2028,92,8,56,5,02H82300100001,20190806,2019229,03,24,2,B,182182,102278,11417,1,0,1689.0,0.0,1689.0,20190818,2019-08-18,2019-07-21,23577,678.5267359000001
15338,02309800810000008105541,3098,2,11,1,81,0,81,554,810000,810554,554.0,1,2948,69,2,89,39,31,2019,2948,69,89,39,31,2019,310,7,12,67,2,02309800700775,20191030,2019331,05,24,2,W,48566,102278,551,2,0,554.0,0.0,554.0,20191201,2019-12-01,2019-07-21,24385,214.94493870000002
15340,02210801300000015000001,2108,2,11,1,130,0,150,0,1300000,1500000,2052.0,6,4612,231,5,296,144,110,2019,4612,231,296,144,110,2019,1794,90,11,55,3,02210801301015,20190919,2019326,05,24,3,B,48263,102278,404,1,14735,16787.0,14735.0,16787.0,20191124,2019-11-24,2019-07-21,24387,815.5562732999999
15389,02100300300000006000001,1003,2,11,1,30,0,60,0,300000,600000,7888.0,3,3488,133,4,170,47,42,2019,3488,133,170,47,42,2019,5211,199,10,66,2,02100300301340,20190925,2019345,05,24,2,B,166980,102278,235,1,3518,11406.0,3518.0,11406.0,20191215,2019-12-15,2019-07-21,24391,3158.508297
15436,02H91200200000002038015,H912,2,11,5,20,0,20,3801,200000,203801,3801.0,2,4851,138,3,177,42,39,2019,4851,138,177,42,39,2019,3493,99,10,65,4,02H91200200001,20190829,2019277,05,24,2,B,172357,102278,61184,1,3432,7233.0,3432.0,7233.0,20191006,2019-10-06,2019-07-21,23901,1498.746284
15454,02310500300000003000241,3105,2,11,1,30,0,30,24,300000,300024,24.0,1,934,47,5,60,26,20,2019,934,47,60,26,20,2019,5,0,11,55,3,02310500300010,20190328,2019141,05,24,3,B,0,102278,559,1,0,24.0,0.0,24.0,20190602,2019-06-02,2019-07-21,622764,10.79520714
15496,02H32600200000003017425,H326,2,11,5,20,0,30,1742,200000,301742,2428.0,2,778,8,1,10,3,3,2019,778,8,10,3,3,2019,358,4,11,55,1,02H32600300001,20190807,2019242,05,24,3,B,167967,102278,12916,1,422,2850.0,422.0,2850.0,20190901,2019-09-01,2019-07-21,24227,964.165128
15579,02401901500000015030011,4019,2,11,1,150,0,150,3001,1500000,1503001,3001.0,8,9244,185,2,237,56,51,2019,9244,185,237,56,51,2019,5251,105,11,55,1,02401901501165,20190904,2019273,05,24,3,B,186097,102278,601,1,33027,36028.0,36476.0,39477.0,20191006,2019-10-06,2019-11-05,25124,1215.229739
